catchment,River,Station,Country,Latitude,Longitude,Catchment Area,Altitude (m),Number of Years,LINKNO,Ecoregion_Name,Continent,BIOME,ECO_NAME,quality,strmOrder,Magnitude,strmDrop,WSNO,length_km,drain_den,gord,PathLength,TotalLength,MeanTemp01,MeanTemp02,MeanTemp03,MeanTemp04,MeanTemp05,MeanTemp06,MeanTemp07,MeanTemp08,MeanTemp09,MeanTemp10,MeanTemp11,MeanTemp12,MeanTempAnn,MeanPrec01,MeanPrec02,MeanPrec03,MeanPrec04,MeanPrec05,MeanPrec06,MeanPrec07,MeanPrec08,MeanPrec09,MeanPrec10,MeanPrec11,MeanPrec12,MeanPrecAnn,CumPrec01,CumPrec02,CumPrec03,CumPrec04,CumPrec05,CumPrec06,CumPrec07,CumPrec08,CumPrec09,CumPrec10,CumPrec11,CumPrec12,CumPrecTotal,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,FEOW_ID,ID,cls1,cls10,cls11,cls12,cls2,cls3,cls4,cls5,cls6,cls7,cls8,cls9,Dam_SurfaceArea,Dam_Count,HydroLakes_Area_sqkm,MeanPopden_2000,MeanPopden_2005,MeanPopden_2010,MeanPopden_2015,MeanHumanFootprint,meanPercentDC_Imperfectly,meanPercentDC_ModeratelyWell,meanPercentDC_Poor,meanPercentDC_SomewhatExcessive,meanPercentDC_VeryPoor,meanPercentDC_Well,tempcv,precipcv,forest,otherveg,human,water,damareaN,damcountN,strmsize
6607101,"EAST DART, RIVER",BELLEVER,GB,50.58238261,-3.898158121,22.28329659,331,58,,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,Celtic broadleaf forests,high,,,,,,,4,0.104044013,0.392013609,4.5,4.300000191,5.800000191,7,10,12.60000038,14.69999981,15.19999981,13.19999981,10.10000038,6.900000095,5.400000095,9.14166673,315.4829435,237.9360692,231.4738297,174.3009606,165.0114912,157.0234452,146.0286626,178.2949836,211.4588378,269.5741169,297.3527715,323.2466063,225.5987265,7030,5302,5158,3884,3677,3499,3254,3973,4712,6007,6626,7203,60325,83,60,32,4459,186,2,184,39,127,143,30,1221,148,70,26,420,216,225,400,404,404,0.008294536,0,0,0,0,0.010732289,0.09511951,0.124621966,0.428070505,0.332673467,0,0,0,0,0,,,,,,0,0.732049459,11.95213263,23.77992042,0,58.04787095,143.935467,128.2431587,0.114146335,0.885365938,0.332673467,0,0,0,2
6607110,RIVER FAL,TREGONY,GB,50.26601813,-4.918436552,71.63450623,29,44,,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,Celtic broadleaf forests,low,,,,,,,4,0.169280931,1.238663554,6.5,6.5,7.599999905,8.699999809,11.5,14,16.10000038,16.10000038,14.39999962,11.89999962,9.199999809,7.599999905,10.84166662,219.8102678,163.3570274,147.3870702,116.0893044,116.34058,119.5373634,109.8353351,132.9247663,152.7196958,199.8338615,223.7329584,229.3028997,160.9059275,15746,11702,10558,8316,8334,8563,7868,9522,10940,14315,16027,16426,138317,102,57,33,4206,195,25,170,60,140,157,51,1050,127,59,29,369,178,189,346,404,404,0,0,0.015360219,0.001678026,0,0.001603715,0.04623374,0.010295578,0.472927558,0.451442558,0,0,0,0,0.546384513,,,,,,21.69254931,0,12.71156738,11.44215775,0,27.46117859,133.5446255,128.3954985,0.047837455,0.934665694,0.451442558,0.001678026,0,0,2
6607120,RIVER FOWEY,RESTORMEL,GB,50.43105299,-4.679474304,135.694458,43,61,,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,Celtic broadleaf forests,low,,,,,,,5,0.237969652,2.384230375,6.199999809,6,7.300000191,8.5,11.30000019,13.80000019,15.89999962,16,14.39999962,11.69999981,8.800000191,7.199999809,10.59166662,226.5973162,169.2626238,155.0026457,126.7700999,122.4294658,126.0626281,119.901728,141.0006,156.7786947,212.3078601,237.3715218,242.9576011,169.7035654,30748,22968,21033,17202,16613,17106,16270,19133,21274,28809,32210,32968,276334,101,57,33,4254,195,23,172,59,140,156,49,1048,124,60,27,363,182,194,338,404,404,0.004455288,0,0.000321562,0.023913775,0,0.009805344,0.078699939,0.029607052,0.708281491,0.144996253,0,0,3.299999952,1,3.811377525,,,,,,24.91012218,5.417427351,27.56023026,0.402128947,0,8.188345903,135.3549935,127.9044137,0.092960571,0.882884796,0.144996253,0.023913775,0.024319342,0.007369498,2
6607130,RIVER TAMAR,GUNNISLAKE,GB,50.53127,-4.221854116,845.72052,37,66,193849,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,Celtic broadleaf forests,medium,2,2,43,193849,24.14953845,0.028383732,6,0.546057582,14.73886204,6,5.800000191,7.199999809,8.600000381,11.39999962,14,16,16.10000038,14.30000019,11.60000038,8.5,6.900000095,10.53333342,229.1135138,169.8338832,156.7988441,126.7321739,119.4661802,126.6671406,120.2111071,144.2568758,165.1644919,209.1199111,233.3584149,238.5386132,169.9384291,193766,143632,132608,107180,101035,107125,101665,122001,139683,176857,197356,201737,1724645,100,58,33,4160,195,23,172,59,114,155,51,1044,123,60,25,357,184,199,332,404,404,0.002560835,0,0.004162527,0.001167364,0,0.003083365,0.037127169,0.005292457,0.847969533,0.097923967,0,0.000667737,2.700000048,1,2.169809103,38.80981605,40.23428204,41.71225319,43.24580011,34.63967516,24.44898672,5.596659711,35.08087428,0.366579823,0.269654078,1.05330729,136.6691584,127.1286793,0.042771369,0.951185957,0.098591704,0.001167364,0.003192544,0.001182424,2
6607131,RIVER THRUSHEL,TINHAY,GB,50.64724161,-4.267553273,85.82594299,94,53,,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,Celtic broadleaf forests,low,,,,,,,4,0.261539876,1.491277456,5.699999809,5.5,6.900000095,8.199999809,11,13.80000019,15.89999962,15.89999962,14.10000038,11.30000019,8.199999809,6.699999809,10.26666661,245.2871389,183.8488393,170.7292631,135.6815852,130.286946,132.3259565,124.5777166,149.4303418,173.1644242,218.4188061,242.7820688,255.7035698,180.186388,21052,15779,14653,11645,11182,11357,10692,12825,14862,18746,20837,21946,185576,100,58,33,4160,195,23,172,59,114,155,51,1044,123,60,25,357,184,199,332,404,404,0,0,0.001329037,0,0,0.004872949,0.060947661,0.0213912,0.837546382,0.073786209,0,0,0,0,0,,,,,,30.23266318,2.561717812,23.76021857,1.670549074,1.771586838,3.037476028,138.1135696,127.122697,0.06582061,0.932723791,0.073786209,0,0,0,2
6607140,RIVER TORRIDGE,TORRINGTON,GB,50.94693199,-4.137295265,654.3849487,56,62,167201,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,Celtic broadleaf forests,high,1,1,42,167201,29.70494646,0.045119831,6,0.643197834,11.48678017,5.800000191,5.400000095,6.900000095,8.300000191,11.10000038,13.89999962,16,16,14.19999981,11.39999962,8.100000381,6.599999905,10.30833336,236.716936,170.6289245,162.3249438,130.6769053,121.2069443,130.0060464,125.8525279,150.2892146,173.790672,214.1308419,239.1130791,242.9884739,174.8104591,154904,111657,106223,85513,79316,85074,82356,98347,113726,140124,156472,159008,1372720,103,59,33,4292,200,24,176,60,118,159,51,1063,124,63,25,363,189,210,329,404,404,0.000876907,0,0.009029754,0.000298425,0,0.006541047,0.043720395,0.007927206,0.841304366,0.088995252,0,0.001314919,0,0,0,38.94664677,40.64377876,42.41526135,44.26441424,35.91397196,7.397346794,11.87742061,58.22706365,0.638581346,1.161444873,0.895459781,138.5102262,126.8107505,0.051138349,0.938226824,0.090310171,0.000298425,0,0,2
6607150,RIVER TAW,UMBERLEIGH,GB,50.99546875,-3.985041306,844.1791992,42,64,201489,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,Celtic broadleaf forests,high,2,2,28,201489,31.66461256,0.037282525,6,0.492605925,14.76124382,5.699999809,5.400000095,6.900000095,8.300000191,11.30000019,13.89999962,16.10000038,16.10000038,14.19999981,11.30000019,8.100000381,6.5,10.31666676,253.1358273,181.8369845,179.1953653,139.4289271,132.1615128,135.5849565,134.6124142,161.4823015,185.4618073,223.7522557,250.3958877,258.787471,186.3196426,213692,153503,151273,117703,111568,114458,113637,136320,156563,188887,211379,218463,1887446,101,60,33,4333,200,20,180,57,117,158,48,1081,127,64,25,369,194,211,338,404,404,5.76E-05,0,0.012696859,0,0,0.003963397,0.036942024,0.007171044,0.799313035,0.138560385,0,0.001187139,0,0,0,29.3193223,30.5422654,31.81843382,33.1502882,32.63629409,22.82317502,6.026170715,35.71190581,0.82406743,1.074565224,2.369085402,138.932332,126.2390386,0.040963021,0.945044464,0.139747524,0,0,0,2
6607200,RIVER EXE,THORVERTON,GB,50.80417401,-3.511308909,537.7528076,30,66,165649,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,Celtic broadleaf forests,low,1,1,114,165649,25.2857393,0.046735519,5,0.658434808,9.419801712,5.599999905,5.599999905,7.099999905,8.5,11.60000038,14.39999962,16.5,16.5,14.10000038,11.19999981,8.199999809,6.5,10.48333331,267.4556004,192.0213127,196.2872132,145.9629757,141.2823865,142.0634145,149.1428754,175.4095909,198.2751154,236.5901176,269.31891,274.3714173,199.0150775,143825,103260,105554,78492,75975,76395,80202,94327,106623,127227,144827,147544,1284251,96,63,33,4345,200,14,186,51,140,155,44,939,108,56,23,313,174,181,298,404,404,0.000740159,0,0.012849098,0.002342159,0,0.008776089,0.04790049,0.008878657,0.852156682,0.063584229,0,0.002722055,1.399999976,1,1.615018368,50.62210724,52.97531235,55.46138536,58.08765809,33.04842665,36.79858969,1.306720063,16.63304891,0.159839826,0.69929926,2.867727093,139.3023998,125.8929023,0.057416738,0.924619568,0.066306284,0.002342159,0.002603427,0.00185959,2
6607210,RIVER CULM,WOODMILL,GB,50.84316491,-3.39234716,235.4886932,58,60,167121,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,Celtic broadleaf forests,high,1,1,0,167121,0.927046357,0.003912862,5,0.29773277,4.097894669,5.400000095,5.400000095,6.900000095,8.300000191,11.5,14.39999962,16.5,16.39999962,14.10000038,11,7.900000095,6.199999809,10.33333333,214.7703965,159.022497,155.4384608,123.7044531,120.6045166,119.3093376,135.3822961,152.8226239,165.8848222,199.4575593,221.1358825,221.8662785,165.7832603,50576,37448,36604,29131,28401,28096,31881,35988,39064,46970,52075,52247,468481,93,64,33,4449,199,9,190,47,137,152,39,1003,114,61,23,332,189,197,312,404,404,0,0,0.025299458,0,0,0.006492776,0.04764801,0,0.648617261,0.270703143,0,0.001078757,0,0,0,93.81197798,98.82482673,104.1106992,109.6845825,39.51627002,13.50404455,41.67970647,16.23805217,0,1.834872925,8.66160258,140.7420984,123.6847293,0.054140786,0.919320404,0.2717819,0,0,0,2
6607220,RIVER AXE,WHITFORD,GB,50.75280535,-3.047421482,265.0673523,6,58,168105,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,Celtic broadleaf forests,medium,1,1,12,168105,3.293374334,0.012349769,5,0.338561922,4.641091347,5.5,5.5,7.199999809,8.699999809,11.69999981,14.39999962,16.60000038,16.60000038,14.39999962,11.30000019,8.100000381,6.400000095,10.53333334,196.0520583,146.7438357,140.6963161,114.8840087,116.2421541,115.0650947,120.1317315,137.0519594,147.336138,176.3023609,187.7560536,200.7150241,149.9147279,51967,38897,37294,30452,30812,30500,31843,36328,39054,46732,49768,53203,476850,92,66,34,4530,202,8,194,46,110,153,38,890,100,55,21,289,172,178,276,404,404,0.000857582,0,0.013715386,0,0,0.004754903,0.037523779,0,0.79142901,0.147858039,0,0.00367737,0,0,0,66.09136816,68.07622818,70.12157704,72.22928968,37.09395026,0.010205119,44.02737871,19.50195119,0,9.066241202,14.76276747,139.8288701,121.630889,0.043136264,0.939287049,0.151535409,0,0,0,2
6607225,RIVER OTTER,DOTTON,GB,50.68837188,-3.294337288,205.6831818,25,60,,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,Celtic broadleaf forests,high,,,,,,,5,0.37593925,3.651938438,5.699999809,5.699999809,7.199999809,8.600000381,11.69999981,14.39999962,16.5,16.5,14.30000019,11.30000019,8.199999809,6.599999905,10.55833328,208.7287819,156.5076917,150.7415421,119.664621,120.7001943,114.6228865,126.1551857,144.0905364,153.4593141,188.9459297,204.9511274,213.8385823,158.5338661,42932,32191,31005,24613,24826,23576,25948,29637,31564,38863,42155,43983,391293,92,65,33,4491,200,7,193,45,137,152,37,910,104,55,22,298,173,178,286,404,404,0.000869516,0,0.015216647,0,0,0.002761712,0.050154252,0,0.636612613,0.2829359,0,0.011238662,0,0,0,,,,,,0,54.93810263,15.84012763,0,2.526420524,16.8010402,138.8170963,123.1962617,0.05378548,0.919548513,0.294174562,0,0,0,2
6607230,RIVER TONE,BISHOPS HULL,GB,51.01907455,-3.133707628,288.7785339,24,61,165473,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,Celtic broadleaf forests,low,1,1,2,165473,1.754155915,0.006037625,5,0.326184511,5.003713608,5.400000095,5.300000191,6.900000095,8.5,12,14.80000019,16.89999962,16.60000038,14.30000019,11.10000038,8.100000381,6.199999809,10.50833344,212.2249157,155.655614,157.4909305,120.4279263,120.6287723,122.4675516,134.7260805,154.931876,171.0584209,198.8028654,221.1971892,219.2787641,165.7409089,61286,44950,45480,34777,34835,35366,38906,44741,49398,57410,63877,63323,574349,95,67,34,4512,203,11,192,49,113,155,41,913,99,55,19,289,178,195,267,404,404,0.000578441,0,0.061629246,0.001882162,0,0.006175505,0.031170672,0,0.490003831,0.404247729,0,0.004107449,0,0,0.53821063,113.6701672,117.9156675,122.3239587,126.9012795,43.89172945,20.62731262,33.89212566,17.57455355,0,2.313881616,5.085045646,141.3779802,123.3204306,0.037924618,0.89425156,0.408355178,0.001882162,0,0,2
6607235,CURRYPOOL STREAM,CURRYPOOL FARM,GB,51.1376938,-3.114127239,17.20591736,52,51,,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,Celtic broadleaf forests,medium,,,,,,,3,0.078451782,0.299754709,5.400000095,5,6.699999809,8.300000191,11.60000038,14.5,16.60000038,16.39999962,14.10000038,11,7.900000095,6.099999905,10.30000007,215.6816125,157.0389967,161.2817231,119.2612958,123.5621418,128.1535854,130.4202475,156.0509646,175.7534886,200.8030102,219.5175021,221.3192078,167.403648,3711,2702,2775,2052,2126,2205,2244,2685,3024,3455,3777,3808,34564,95,67,34,4512,203,11,192,49,113,155,41,913,99,55,19,289,178,195,267,404,404,0.007186492,0,0.019688262,0,0,0.018437826,0.140327064,0,0.625002292,0.187483104,0,0,0,0,0,,,,,,23.75479045,25.30513024,14.84399086,0,2.03065075,1.874641608,141.771171,123.1780651,0.165951382,0.812485396,0.187483104,0,0,0,1
6607240,RIVER BRUE,LOVINGTON,GB,51.083647,-2.586799556,135.2,19.8,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6607245,RIVER WEY,BROADWEY,GB,50.6537091,-2.473208249,5.429521084,21,47,,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,English Lowlands beech forests,low,,,,,,,2,0.040236894,0.085355341,5.5,5.300000191,7,8.5,11.69999981,14.60000038,16.70000076,16.60000038,14.89999962,11.39999962,8,6.300000191,10.54166675,180.678919,135.3710555,120.2684343,98.71957245,96.69361107,92.82586663,87.30051742,104.7974566,121.9260391,157.1040957,152.8679946,176.9953528,127.1290763,981,735,653,536,525,504,474,569,662,853,830,961,8283,99,71,36,4523,210,13,197,56,113,159,46,812,93,50,22,266,159,161,248,404,404,0,0,0.106002799,0,0,0,0.029004105,0,0.131003678,0.734989478,0,0,0,0,0,,,,,,44.99787196,12.99936284,18.00219294,0,0,0,141.0742297,126.0373164,0.029004105,0.865993156,0.734989478,0,0,0,1
6607250,RIVER PIDDLE,BAGGS MILL,GB,50.68806643,-2.12420961,152.7791595,4,59,,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,English Lowlands beech forests,low,,,,,,,4,0.371895254,2.631617069,5.300000191,5.199999809,6.800000191,8.5,11.80000019,14.60000038,16.70000076,16.60000038,14.5,11.10000038,7.800000191,6.099999905,10.41666687,172.215897,126.6926724,119.8134619,98.80928819,96.37440112,99.6405534,84.84141451,103.6725169,126.2148585,154.3273315,153.9018808,177.098762,126.1335865,26311,19356,18305,15096,14724,15223,12962,15839,19283,23578,23513,27057,231247,99,76,38,4475,211,12,199,55,142,158,45,796,92,46,22,262,154,157,241,404,404,0.018986249,0,0.060454472,0,0,0.005497651,0.101843459,0.002661935,0.146616504,0.661417314,0,0.003266796,0,0,0,,,,,,22.84391875,17.61370203,20.26417007,4.418555742,4.380770306,1.986553456,141.9350988,124.9233152,0.126327359,0.810695753,0.66468411,0,0,0,2
6607500,RIVER STOUR,THROOP,GB,50.76389745,-1.842093942,1067.515503,7,49,166297,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,English Lowlands beech forests,high,1,1,52,166297,44.17989626,0.04113535,6,0.850693524,18.81388092,5.099999905,5.199999809,6.800000191,8.699999809,12.10000038,15,17.29999924,17,14.60000038,11.30000019,7.900000095,6,10.58333333,165.6294447,119.8577441,119.3031854,96.45105829,97.27540229,103.7652378,84.66762286,105.8008054,128.0524729,147.3589841,149.9022727,173.2049787,124.2724341,176812,127950,127358,102963,103843,110771,90384,112944,136698,157308,160023,184899,1591953,99,78,38,4424,212,11,201,55,141,157,45,800,93,44,23,266,152,154,242,404,404,0.00101754,0,0.072258963,0,0,0.000667118,0.027655514,0.000223198,0.251608465,0.62450125,0,0.021926227,0,0,0,168.5262427,176.1719842,184.2043743,192.6440425,39.354534,16.77758494,23.6959582,16.30014933,0.878528138,15.23032349,2.10279143,143.1926382,123.2540816,0.029340172,0.876332913,0.646427477,0,0,0,2
6607510,RIVER ROTHER,PRINCES MARSH,GB,51.03746677,-0.899887232,32.29824066,61,50,,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,English Lowlands beech forests,low,,,,,,,4,0.102022007,0.550346911,4.5,4.300000191,6.400000095,8.300000191,11.80000019,14.69999981,16.89999962,16.70000076,14.19999981,10.80000019,7.199999809,5.400000095,10.10000006,178.7403859,117.6844287,132.9174566,104.4329329,101.0271746,111.8327168,95.08257841,112.204254,144.4351118,165.4579287,174.1890544,177.5948127,134.6332363,5773,3801,4293,3373,3263,3612,3071,3624,4665,5344,5626,5736,52181,95,77,35,4915,215,-2,217,42,145,159,33,844,94,52,20,273,167,171,243,404,404,0.025169331,0,0.020833697,0,0,0.003668274,0.209707906,0.00783338,0.166805639,0.564314438,0,0.001167152,0,0,0,,,,,,0,5.58212593,17.91604138,39.16899793,5.998720176,9.166840326,146.5911138,123.8281789,0.238545511,0.738953457,0.56548159,0,0,0,2
6607520,RIVER TEST,BROADLANDS,GB,50.96807618,-1.497097962,998.8459473,11,65,163481,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,English Lowlands beech forests,high,1,1,50,163481,33.75273685,0.03358595,6,0.634864628,17.6593914,5,4.800000191,6.5,8.399999619,11.80000019,14.5,16.79999924,16.70000076,14.10000038,10.89999962,7.400000095,5.800000191,10.22500002,150.3344939,100.3087616,113.274725,85.36251284,90.74272188,103.0959782,79.04822582,101.1647495,123.2232061,137.1823156,148.4733461,153.6242905,115.4862773,150161,100193,113144,85264,90638,102977,78957,101048,123081,137024,148302,153447,1384236,105,77,37,4613,219,14,205,57,150,165,48,772,86,45,22,252,151,154,224,404,404,0.000248159,0,0.049581521,0,0,0.002084838,0.027754953,0,0.085246103,0.825985887,0,0.009055638,0,0,0,114.6543634,118.541272,122.5659807,126.7337136,44.92292549,38.12216295,27.38863136,2.443219995,0,2.912376906,0,144.0228672,122.9526435,0.03008795,0.91123199,0.835041525,0,0,0,2
6607530,"WALLINGTON, RIVER",NORTH FAREHAM,GB,50.86367144,-1.166631533,111,3.7,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6607540,RIVER MEON,MISLINGFORD,GB,50.92346413,-1.162988871,77.10910034,44,64,,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,English Lowlands beech forests,medium,,,,,,,4,0.242851213,1.30759728,4.800000191,4.5,6.300000191,8.300000191,11.60000038,14.39999962,16.70000076,16.60000038,14.10000038,10.80000019,7.099999905,5.699999809,10.07500017,179.1098578,117.9627302,132.9544756,99.37867212,96.22729311,108.2232832,91.2603048,109.1829624,142.9532954,166.283875,178.1112727,179.1357951,133.3986515,13811,9096,10252,7663,7420,8345,7037,8419,11023,12822,13734,13813,123435,100,77,36,4797,217,6,211,49,148,163,40,835,94,50,22,274,162,166,244,404,404,0.000770264,0,0.03700067,0,0,0,0.015247581,0,0.160003198,0.786838352,0,0,0,0,0,,,,,,46.43391983,22.13128767,0.735164113,0,0.945210988,0,145.2400517,125.8958606,0.016017845,0.94684155,0.786838352,0,0,0,2
6607560,"UCK, RIVER",ISFIELD,GB,50.9520343,0.075354204,101.867981,20,58,,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,English Lowlands beech forests,low,,,,,,,4,0.185947612,1.797935963,4.5,4.599999905,6.5,8.5,11.89999962,14.60000038,16.89999962,16.89999962,14.30000019,11,7.199999809,5.400000095,10.1916666,167.0593628,104.9299289,116.700065,97.78342421,92.61006164,108.2381323,85.1788748,98.53930451,134.5957765,160.8552544,167.7956099,165.2138369,124.9583026,17018,10689,11888,9961,9434,11026,8677,10038,13711,16386,17093,16830,152751,101,80,38,4716,218,9,209,76,147,163,43,700,78,44,21,226,140,144,191,404,404,0.002062513,0,0.015880486,0,0,0.010954843,0.109424202,0.000528816,0.266243444,0.57702207,0,0.017566155,0,0,0,,,,,,0,3.412736929,38.14784975,0.846010048,9.100632409,18.25458761,146.0172339,125.7893981,0.122441558,0.84379433,0.594588225,0,0,0,2
6607570,NUNNINGHAM STREAM,TILLEY BRIDGE,GB,50.8914527,0.361634655,18.36268616,18,72,,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,English Lowlands beech forests,medium,,,,,,,2,0.108925566,0.306066066,4.900000095,4.800000191,6.599999905,8.5,11.89999962,14.60000038,16.79999924,16.89999962,14.39999962,11.19999981,7.699999809,5.599999905,10.32499985,161.250918,98.24270721,112.9464383,94.59400356,89.63830159,107.1738624,89.20263548,96.39112625,137.3437403,167.1324104,171.8702794,157.7655891,123.6293343,2961,1804,2074,1737,1646,1968,1638,1770,2522,3069,3156,2897,27242,101,76,36,4761,216,9,207,76,118,162,42,724,84,45,24,239,140,144,203,404,404,0,0,0.007946346,0,0,0,0.028519578,0,0.219396784,0.743549144,0,0,0,0,0,,,,,,0,8.675818938,33.23508974,0,23.8222395,10.29504486,144.2546216,126.6530063,0.028519578,0.962945928,0.743549144,0,0,0,1
6607705,RIVER NADDER,WILTON,GB,51.07639004,-1.862560054,216.919632,55,56,164841,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,English Lowlands beech forests,high,1,1,31,164841,7.007815192,0.032109366,4,0.362377346,3.698633671,4.699999809,4.599999905,6.300000191,8.100000381,11.5,14.39999962,16.70000076,16.5,13.89999962,10.60000038,7.300000191,5.599999905,10.01666673,163.0189009,113.9546466,120.2288597,96.36748784,98.21609876,106.1637427,83.80523161,108.5102339,130.5967548,144.5604518,150.5949448,170.9573249,123.9145565,35362,24719,26080,20904,21305,23029,18179,23538,28329,31358,32667,37084,322554,94,77,37,4675,211,3,208,46,141,156,37,778,87,47,20,249,158,162,226,404,404,0.000396958,0,0.078919677,0,0,0.00260435,0.030218087,0,0.193593174,0.693498266,0,0.000322492,0,0,0,47.24604123,49.27736503,51.39602753,53.60581866,42.66227439,29.9287989,32.93685465,8.83470923,0,0.719903883,5.459506071,145.2032602,122.588482,0.033219395,0.88709144,0.693820758,0,0,0,2
6607710,RIVER AVON,AMESBURY,GB,51.17152668,-1.785267486,316.0466003,71,57,163313,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,English Lowlands beech forests,high,1,1,16,163313,7.575726868,0.023822713,5,0.349754751,5.484778881,4.400000095,4.300000191,6.199999809,8,11.5,14.39999962,16.60000038,16.39999962,13.80000019,10.39999962,7.099999905,5.300000191,9.866666635,140.9728817,94.88474159,109.7243254,84.48754068,93.78047406,103.1240329,80.10527554,104.1745109,120.567663,124.4689864,134.4801683,146.6460957,111.4513913,44554,29988,34678,26702,29639,32592,25317,32924,38105,39338,42502,46347,422686,95,76,35,4770,212,0,212,45,115,157,35,735,80,45,18,231,153,159,206,404,404,0,0,0.055000786,0,0,0.000524398,0.0266712,0,0.10985371,0.804433883,0,0.003447829,0,0,0,95.47196287,99.57385587,103.8520375,108.3139945,44.96274793,39.25680107,26.90787243,4.572066533,0,0,3.657652917,146.6763376,119.7222962,0.027195598,0.914287593,0.807881712,0,0,0,2
6607711,"EAST AVON, RIVER",UPAVON EAST,GB,51.30249997,-1.809874883,91.48654175,99,51,,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,English Lowlands beech forests,medium,,,,,,,4,0.179044053,1.561641455,4.199999809,4.300000191,6.099999905,7.900000095,11.30000019,14.19999981,16.5,16.29999924,13.69999981,10.19999981,6.800000191,5.099999905,9.716666579,141.7257637,95.89388594,110.2894459,85.5644978,95.04130153,105.0209115,82.56952176,105.9937321,121.6572382,126.3683136,136.1948956,147.431521,112.8125857,12966,8773,10090,7828,8695,9608,7554,9697,11130,11561,12460,13488,123850,95,76,35,4770,212,0,212,45,115,157,35,735,80,45,18,231,153,159,206,404,404,0,0,0.068649027,0,0,0.00181157,0.023683955,0,0.090403575,0.815100785,0,0.000877361,0,0,0,,,,,,24.79472125,36.49060938,10.23591123,0,0,8.188727116,147.4709909,119.3023667,0.025495525,0.90550436,0.815978146,0,0,0,2
6607760,RIVER FROME,FRENCHAY,GB,51.4925924,-2.523488664,158.7495422,45,61,,Central & Western Europe,Europe and Middle East,Temperate Broadleaf and Mixed Forests,English Lowlands beech forests,medium,,,,,,,4,0.268443435,2.802919626,4.800000191,4.800000191,6.800000191,8.600000381,12.19999981,15.10000038,17.5,16.79999924,14.30000019,11,7.699999809,5.800000191,10.45000005,158.2555745,108.6302345,123.7861837,99.66642915,106.1105422,117.8649068,89.20340685,126.1105999,141.316943,143.6728553,148.2083014,161.7264506,127.0460357,25123,17245,19651,15822,16845,18711,14161,20020,22434,22808,23528,25674,242022,98,71,36,4548,209,12,197,51,62,158,43,806,86,52,16,246,170,182,223,404,404,0,0,0.099648402,0,0,0,0.025839557,0.000268439,0.112335623,0.619989854,0,0.141548944,0,0,0,,,,,,9.367016124,28.08062355,21.90918904,0,20.35156429,2.968665518,144.6621702,118.6260513,0.025839557,0.732593916,0.761538798,0,0,0,2
